name,cpf
Bethanie Legros Sr.,213.235.841-65
Rudolph Reynolds,486.862.246-28
Mariano Conn,789.510.141-22
Odette Senger,654.639.403-52
Joel Hagenes Sr.,577.983.859-83
Lucio Waters,673.102.986-64
Erick Grady,421.735.242-67
Shane Weissnat,546.151.480-76
Jamey Senger,145.620.925-43
Dallas Aufderhar,366.870.542-34
Mariette Kohler,872.184.982-79
Rebeca Sawayn,270.214.482-72
Prof. Narcisa Carter,287.896.946-17
Ying Jerde,304.976.915-10
Dr. Myesha Rice,911.773.661-43
Geoffrey Jones,579.936.925-94
Zonia Balistreri,221.238.588-46
Elton Lynch Esq.,401.151.933-37
Tai Labadie,784.710.672-72
Synthia Shields,136.999.793-34
Simone O'Conner II,907.870.195-12
Cleo McClure DVM,240.427.344-35
Pres. Chantell Abbott,792.132.598-35
Benita Reinger DC,600.512.791-31
Fr. Fidel Leuschke,798.586.684-29
Lamont Kemmer,485.874.677-93
Gita Satterfield,550.855.198-84
Frank Gutmann,486.619.505-47
Miss Emma Deckow,195.842.241-69
Long Volkman,503.694.694-34
Macy Kilback,968.844.389-29
Jon Moen,426.716.253-15
Doug Padberg,436.450.668-69
Jamison Parker,526.156.610-95
Dann Predovic,783.638.627-87
Judson Terry,134.686.308-19
Fr. Lavera Kemmer,433.766.975-77
Timothy Gusikowski,629.497.424-40
Marybeth Rodriguez,251.536.278-84
Cyril Herzog,121.276.326-35
Amb. Florentino Wolff,913.889.764-94
Shalon Zulauf,268.704.478-44
Cicely Jacobs,963.891.319-45
Luther Spinka,320.767.170-12
Mee Smith,676.518.795-88
Josiah Jones,437.430.620-98
Landon Hudson Ret.,385.312.188-46
Valene Ryan,647.158.902-22
Reta Shields,373.921.589-22
Jacqualine Bernier,337.459.192-94
Lindsy Ziemann,446.984.951-41
Branden Emmerich,153.110.563-24
Eun Mayert,729.801.229-41
Mckinley Kilback,367.825.391-98
Otha Gutmann JD,212.830.116-21
Rachel Borer,906.376.747-95
Lewis Morar MD,784.155.481-72
Keva Medhurst,251.864.762-85
Mr. Xavier Pfeffer,222.540.812-64
Crysta Hayes,915.842.919-29
Kyle Kozey,454.528.187-19
Lindsay Leuschke,416.924.122-45
Gov. Britt Flatley,727.544.924-84
Lonnie Stiedemann,523.697.939-68
Rev. Evan Hickle,157.922.694-17
Garrett Koss,581.597.946-23
Garrett Jones,869.512.532-61
Joy Mueller,685.582.327-37
Johnathan Pouros,847.373.233-29
Marlin Ledner,813.502.141-58
Chase Kutch,275.913.149-27
Chet Little DVM,601.337.355-81
Blondell Rolfson,585.929.423-10
Jordan Ullrich,328.855.531-52
Denny Monahan,913.127.354-49
Devon Simonis V,921.839.691-24
Fr. Ardath Lesch,414.321.339-30
Bette Kautzer,593.103.249-27
Dottie Jakubowski,277.143.566-98
Christen Strosin II,408.537.902-77
Darrick Purdy,102.227.637-48
Tammera Daniel Sr.,165.798.764-27
Coy Dare,980.833.848-98
Danielle Schroeder,632.164.466-92
Albertine Mills,415.821.545-23
Lewis Kirlin,248.427.492-83
Sen. Audrie Champlin,269.500.158-60
Florinda Prosacco,705.389.637-53
Carmen Blanda,574.932.561-81
Cora Prosacco,553.807.361-25
Elden Schroeder,806.611.957-35
Antwan Feil,800.806.266-73
Gov. Donte Kovacek,932.492.382-48
Laverne Glover,167.402.683-90
Evelynn Ratke,349.349.116-65
Ken Stroman,420.387.639-80
Jesica Weber,372.811.271-31
Rickie Rath,273.341.580-25
Giuseppe Thiel,303.811.864-46
Burton Bartoletti DO,553.851.669-13
Maurice Rolfson,406.661.492-89
Towanda Collins,297.655.621-44
Shanel Tromp II,474.549.301-41
Larry Zulauf VM,579.283.923-73
Georgeanna Moore,837.522.260-49
Inocencia Rolfson,697.654.980-60
Antonia Kuvalis,704.518.260-43
Mikaela Bartell,732.968.864-25
Trang Wehner,917.781.670-47
Lee Medhurst,737.959.146-52
Ernest Beier,622.169.441-54
Antione Collins,821.677.299-83
Grover Murray,914.903.474-39
Carlton Hettinger,693.987.822-32
Dr. Sophie Mosciski,283.584.984-68
Emmy Howe,731.218.575-32
Mckinley Bashirian,324.234.304-49
Ms. Lyndon Waters,870.933.369-96
Ezekiel Fadel,249.951.173-91
Reagan McKenzie,653.889.650-66
Rhett Rippin II,630.793.351-73
Yi Hane,987.993.645-28
Belen Green,881.201.493-36
Nilda Schultz CPA,904.147.943-93
Kendall Waelchi,640.511.160-78
Hoyt Hudson,652.672.629-16
Adena Rutherford,918.810.701-45
Carey Denesik,965.558.239-90
Mrs. Kirby Johnson,761.438.681-37
Jerome West,764.754.441-60
Brooke Green,666.940.412-48
Nick Dietrich,452.869.277-79
Delphine Hintz Ret.,435.213.640-23
Rodolfo Wiza,499.307.709-32
Milton McLaughlin,522.985.343-85
Amb. Margrett Hegmann,785.620.806-18
Rudolf Frami,716.720.680-92
Prof. Garrett Emmerich,866.396.354-11
Dong Yost,675.832.162-88
Leslee Goldner,292.276.451-33
Emmett Gulgowski,595.596.272-87
Rep. Taren Feeney,702.865.545-33
Moses Schiller,762.580.563-14
Mitchell Mante,191.275.760-29
Odessa Weissnat,790.336.708-63
Marty Christiansen II,419.693.913-33
Herschel Hickle,307.646.459-88
Mercedez Roob,852.505.138-77
Darren Hills LLD,962.696.411-17
Ulysses Kshlerin,187.516.843-74
Nickole Lebsack DO,275.157.337-36
Rosalva Watsica,113.229.594-23
Esteban Nolan,847.308.614-39
Porter Reichert,481.458.723-89
Elias Sawayn,122.401.535-53
Bruna Sawayn,150.165.326-79
Cruz Predovic,292.942.906-57
Darius Huel,539.757.618-12
Fallon Haley,303.648.978-65
Prof. Cherrie Yundt,666.706.303-88
Parker Reinger,536.420.745-16
Gov. Magdalene Watsica,567.670.660-62
Dannie Kulas VM,716.844.914-85
Rafaela O'Kon,549.171.971-58
Elsa Bernhard,892.847.403-68
Gayle Bins MD,531.969.905-86
The Hon. Rashad Kassulke,807.376.663-85
Oliver Goldner Esq.,435.903.582-39
Celsa Carroll,200.620.237-92
Noe Hane I,202.134.181-65
Lenny Durgan,741.418.642-44
Faviola Johnston,816.983.242-35
Caitlin Yost,282.556.861-23
Osvaldo Bernhard JD,416.997.841-98
Cleo Lind,384.921.241-49
Cordell Buckridge,753.462.237-56
Cecelia Hackett,324.346.455-87
Newton Ryan,129.176.390-86
The Hon. Valorie Kuhlman,390.580.351-51
Shamika Weissnat,806.145.888-65
Joeann Goyette,464.290.213-53
Jerold Haley,841.830.910-22
Jim Hermann VM,680.184.589-86
Kate Powlowski,653.395.256-90
Guy Reichert,884.118.862-62
Judson Nolan Esq.,420.302.609-82
Elia Miller,205.412.566-74
Wes Koch I,438.539.859-57
Alden Ankunding,110.680.396-39
Yvette Kuhlman,255.806.737-70
Horacio Heidenreich,133.415.976-62
Emory D'Amore LLD,706.530.765-35
Mistie Nolan,647.450.109-62
Arlinda King,985.899.935-38
Prof. Viola Dare,237.228.884-92
Harris Kuhic,864.937.631-10
Britta Johns,649.993.703-63
Doloris Dickinson,664.640.175-83
Rev. Leota Satterfield,581.147.775-22
Dr. Johnnie Kertzmann,435.483.759-85
Ruben Harber,710.929.517-39
Kathryne White,218.763.688-48
Stephnie Bins,495.605.745-16
Forest Kub,233.464.828-35
Jimmy DuBuque VM,704.852.194-99
Mrs. Jamee Gerlach,291.382.311-56
Christian Jakubowski,294.395.410-99
Vita Kilback DC,953.777.520-27
Dennise Cormier,270.260.689-18
Juana Kautzer,648.558.410-83
Clotilde Herzog I,660.330.102-98
Avril Harvey,849.911.367-47
Dee Robel,708.293.774-15
Rosa Waelchi Esq.,204.528.280-56
Houston Fisher,485.600.534-79
Margo Ondricka,550.718.851-85
Elizbeth Stanton,425.135.408-15
Awilda Effertz,659.933.807-36
Eugenio O'Reilly,631.653.527-96
Amb. Diana Wilderman,162.731.662-37
Manual Klein DC,247.286.658-91
Verdell Schneider,958.199.181-37
Tess Stanton,902.694.251-46
Dane Doyle,440.162.487-36
Gov. Sean Flatley,337.701.606-89
Brendon Hyatt,999.703.167-57
Olen Wintheiser,541.290.778-56
Paris Kuhic,345.537.108-36
Donald Bode,902.261.736-89
Michael Emmerich V,678.360.621-39
Cornell Romaguera,484.710.921-24
Daniele Bartell,515.108.760-19
Lon Quitzon,474.891.546-21
Ernie Gislason,565.555.200-51
Abbie Hermann,937.583.692-26
Hoa Tillman,661.570.707-40
Deloise Reichert,517.495.785-97
Carlos Wolff,967.455.864-79
Gus Gleichner,980.292.716-63
Jonathan Simonis,850.917.910-77
Alphonse Connelly,236.569.580-51
Sen. Inga Littel,922.741.606-42
Kendall Spencer III,532.940.831-58
Arlen Kuhic,258.477.842-34
Armando Schaden,456.524.433-88
Lacey Strosin MD,886.423.996-92
Carolina Graham,506.796.857-20
Armida Koch,404.617.399-20
Versie Howell,153.347.885-43
Gov. Lucio Watsica,588.653.533-74
Miss Catalina Thiel,328.846.995-23
Fr. Forrest Schumm,779.445.916-96
Ashley Hirthe,545.451.103-55
Tressa Gibson,413.654.611-75
Mr. Kasandra Dicki,769.759.877-48
Maggie Harvey III,965.118.113-84
Ileana Gleichner,194.394.552-30
Kareem Kulas,875.391.443-87
Lonny Rowe,619.137.787-76
Theo Conn,274.134.868-74
Stan Shanahan CPA,587.393.906-63
Willie Murazik,371.169.584-94
Kenia Wunsch,318.963.326-57
Rep. Sam Renner,154.971.336-40
Carmen Ullrich,808.463.990-89
Susie Feeney,336.849.372-40
Pierre Moen PhD,362.675.261-39
Mrs. Kerry Shields,410.841.783-28
Zachariah Will,445.369.346-11
Deane Lemke,664.848.384-11
Toby Johns I,724.568.876-80
Jerry Moen,393.622.623-18
Samatha Kshlerin,587.817.497-12
Ardell Barton,388.318.334-94
Elvis Hills,716.910.869-67
Eunice Reilly,581.964.212-37
Lemuel Leannon,896.988.270-55
Sebastian Pacocha,284.376.604-70
Miss Cristen Langosh,989.463.987-12
Gerardo Yost,988.734.372-12
Clarence Torphy,311.232.531-14
Percy Johnson,716.637.936-15
Mr. Kandy Donnelly,541.580.267-92
Collin Casper,669.896.293-94
Linh Blanda,593.829.578-57
Gloria Rice,797.458.731-41
Bambi McKenzie,921.595.492-90
Sen. Wiley Fahey,583.874.355-98
Anjelica Wolf,238.151.670-24
Tamekia Rosenbaum PhD,975.976.542-16
Elsie Ernser,977.394.669-32
Cyril McDermott,972.389.886-75
Prof. Meryl O'Conner,393.851.562-86
Patrick Reichert,225.423.626-88
Erminia Abshire Jr.,111.572.938-94
Felicita Lehner,458.686.145-80
Willena Graham,420.271.671-13
Emmett Kunze,197.433.487-55
Ivette Hermiston,692.477.194-90
Msgr. Mike Goldner,993.598.902-36
Keith Rogahn,836.182.507-14
Buddy Krajcik PhD,526.312.440-95
Elliot Wiegand,503.839.396-94
Louie Stokes,360.767.743-72
Billy Luettgen,907.666.776-22
Arlen Jast,847.518.301-64
Lloyd Murazik V,594.415.152-74
Donnie Heller,376.426.744-10
Abram Rippin,185.252.881-41
Rayford Jakubowski DDS,735.176.708-74
Boris Collins,859.652.918-64
Fredric Hahn,615.351.437-39
Msgr. Shayla Jaskolski,424.389.940-87
Msgr. Alexander Gerlach,174.742.817-56
Helene Halvorson,900.654.381-75
Honey Lockman,932.735.322-44
Willard Cronin,739.505.811-58
Leonel Kessler,785.569.776-22
Lacy Doyle,661.726.280-88
Jerald Corkery,596.804.778-13
Sen. Bernita Ortiz,929.333.830-91
Junior Schiller,583.285.667-46
Dino Harber VM,846.997.588-71
Lauran Feeney PhD,885.737.760-75
Lorena Kemmer,934.810.500-32
Eladia Kessler JD,295.184.945-13
Dusty Kuhic,996.372.290-79
Janee Johnson,794.911.874-84
Newton Casper,242.248.387-65
Henry Weber,801.791.961-82
Rep. Edwin Will,188.512.304-25
The Hon. Raymonde Barton,404.312.432-42
Lawrence Mueller,632.418.885-37
Rev. Diedra Champlin,692.995.735-67
Oralia Ondricka,177.511.876-48
Everett Jacobs,584.937.741-66
Keva Sipes JD,999.846.686-89
Keli Feeney,143.550.166-68
Joshua Murphy,916.554.476-85
Edison Heidenreich,194.532.728-13
Akiko Bins,713.478.902-90
Malcom Grant,132.970.933-43
Austin Kessler,343.455.159-51
Winfred Homenick,337.410.597-46
Maryrose Gorczany DDS,594.431.972-65
Jackson Weber,937.142.113-76
Prof. Delfina Bahringer,631.109.192-66
Juan Hills,224.177.625-54
Raleigh Fay,183.279.893-57
Jamal Dach DC,257.725.394-18
Gino Hackett,467.905.745-13
Maybelle Lemke,436.809.581-78
Dane Hilpert,391.464.999-54
Margit Beier,189.295.183-82
Marilee Nicolas,115.860.529-49
Clifton Schinner,783.381.700-18
Lottie Barrows,893.921.436-14
Marcel Sipes,481.945.595-66
Opal Jaskolski,610.847.510-20
Hilario Jacobson,259.154.751-30
Harold Beahan,298.358.299-52
Rep. Kaila Gottlieb,223.881.892-94
Ramiro Kling,657.492.210-70
Jutta Spencer,423.937.626-53
Sheron Hackett PhD,218.232.540-68
Mac Feeney,772.648.329-92
Nicolas Zboncak,758.438.705-30
Cedric Cassin,303.776.296-32
Quintin Windler Esq.,900.902.637-75
Amb. Hai Gleichner,672.819.579-88
Thurman Senger,774.946.716-39
Floyd Parker,272.553.983-48
Prof. Nickolas McCullough,342.143.940-59
Elfriede Goldner,293.656.501-25
Chin Kshlerin,671.438.481-70
Magan Gislason IV,123.372.718-96
Lashaun Herzog,647.574.384-61
Chance Greenfelder I,877.602.124-64
Ms. Michael Schowalter,318.647.126-58
Leigh Hamill,283.779.402-19
Ryann Kovacek,995.112.995-68
Mila Heathcote,420.484.884-30
Kathi Kemmer,549.606.527-32
Jeffery Beatty,765.515.839-70
Fanny Fay,621.741.260-78
Noreen Osinski,858.527.266-92
Fr. Luis Pfeffer,268.818.873-59
Natalie Ziemann,635.748.586-78
Thaddeus Heaney,853.638.709-80
Claudio Ryan,187.132.517-13
Angelo Kutch,820.972.406-57
Adan Gerlach,468.538.844-62
Amado Weimann,297.817.874-19
Dr. Velva Miller,824.242.516-27
Dexter Murray,528.646.124-51
Calandra Schinner JD,616.980.187-81
Donte Batz,386.217.491-55
Sharilyn Ratke,902.665.190-32
Jovan Kihn,679.766.165-24
Raymundo Klocko,512.917.537-39
Charles Muller PhD,935.295.923-17
Kittie Murray,276.305.219-40
Warner Maggio,630.570.140-27
Miguel Fahey,647.560.201-10
Ed Kreiger,795.207.129-91
David Simonis,912.289.569-72
Mrs. Wally Mohr,794.171.488-30
Herbert Schaden,550.126.820-49
Milan Schaden,221.389.672-71
Cristie Pfeffer,803.252.624-74
Doreen Paucek,788.481.486-50
Tam Schmitt,853.803.536-65
Gov. Vivienne Ebert,743.514.855-29
Warren Rippin CPA,533.649.783-23
Loyd Hagenes,299.781.495-70
Randal Zboncak,944.247.910-16
Lady Powlowski,647.411.973-33
Fr. Terrell MacGyver,171.237.100-41
Wai West,528.785.108-96
Cinderella Orn,118.200.587-44
Ilda Medhurst,217.415.814-34
Deandre Fisher,733.603.346-70
Barrett Leffler IV,499.592.759-12
Perry Stamm,512.919.784-63
Mr. Brain Crist,572.180.285-30
Ashly Bechtelar,619.663.393-56
Rob Medhurst,840.958.301-29
Ms. Alex Wolf,474.797.622-42
Rev. Rosina Haag,485.635.230-68
Maple VonRueden,646.323.571-86
Geoffrey Trantow DO,144.788.705-36
Merilyn McDermott VM,290.265.392-64
Bradly Cassin,209.268.460-24
Noma Kautzer,497.182.427-32
George Frami DC,596.294.947-12
Marisa Bradtke Ret.,157.230.811-41
Amb. Trinidad Feeney,829.405.653-90
Leslie Witting,540.226.341-16
Tara McClure DDS,986.172.411-77
Edwardo Franecki DDS,185.503.858-54
Rosaria Schaden Ret.,516.964.127-55
Constance Schmidt,615.932.492-20
Lionel Welch,407.718.519-79
Jasmine Bartell,441.159.654-32
Major Johnston,462.339.432-43
Winford Hickle,881.224.717-13
Jeannine Stracke,568.633.991-48
Seymour Mosciski,800.777.299-85
Gov. Miquel Schamberger,562.277.900-54
Bonita Simonis,291.955.415-37
Armanda Kunze PhD,207.327.447-34
Yael Balistreri,796.355.453-46
Gerardo Crist,965.396.148-66
Nelson Harris,810.175.545-72
Herbert Dibbert,674.273.644-99
Carroll Abbott,180.859.335-86
Felton Dietrich,378.232.386-38
Mozell Metz JD,313.998.166-63
Rep. Ellamae Goodwin,562.209.745-36
Cole Hegmann,467.703.309-72
Drew Hagenes,555.633.483-59
Federico Kozey,470.543.551-56
Noble Hickle JD,662.610.108-98
Jc Witting,203.749.496-36
Derrick Lubowitz,689.788.847-25
Carmen Boyer,930.363.317-57
Roscoe Wolf,814.759.382-58
Patricia Aufderhar,556.581.389-41
Gov. Mazie Emard,711.578.662-76
Daniel Hodkiewicz,275.758.941-77
Eugene Batz,259.499.922-52
Mack Welch V,599.966.617-29
Hertha Price CPA,685.498.798-29
Autumn Prosacco,211.652.798-93
Terri Ankunding,800.224.995-84
Brad Schinner,534.250.918-39
Madeline Dickens MD,708.292.308-98
Kaitlin Nikolaus,650.735.283-71
Mac Goodwin,421.734.430-84
Pat Treutel,850.391.105-10
Josephina Borer,969.623.321-44
Johnathan Ritchie,861.826.246-37
Melody Pfannerstill,706.781.172-83
Mechelle Ward,224.417.643-84
Sen. Milly Denesik,684.402.291-84
Maude Hills,756.274.989-69
Olympia Sipes,399.572.157-24
Hong Spencer,625.487.425-51
Marhta Fay,245.900.361-68
Hilaria Schmeler LLD,628.406.169-69
Cory Littel,816.817.884-97
Nicolas Wuckert,407.446.561-34
Dr. Trenton Labadie,580.968.226-57
The Hon. Mary O'Kon,724.268.222-96
Garret Beatty,397.228.841-15
Jenette Kling,558.164.495-40
Msgr. Zenaida Metz,950.344.370-47
Caryl Koelpin,342.215.859-67
Jamee Goyette,471.551.104-83
Damian Torp JD,680.289.342-90
Isabella Boyer III,986.889.100-38
Mr. Reed Greenfelder,614.868.866-55
Daryl Kihn,120.497.707-95
Brenton Padberg,354.224.713-86
Loraine Kunde PhD,932.995.843-19
Efren Abernathy,511.494.195-27
Darron Moen,353.659.860-72
Rep. Diego Corwin,713.993.672-71
Noelia Ledner,487.113.820-17
Darcey Hansen,307.864.642-58
Tifany Runolfsdottir,459.701.435-22
Jeanetta Rosenbaum,709.562.298-78
Argentina Nikolaus,506.797.621-24
Manda Bahringer,919.956.299-24
Charley Rau,467.741.305-76
Jerrod Dibbert DDS,153.123.629-73
Randal Trantow,801.262.710-81
Micha Herman,953.398.779-78
Shon Marquardt,822.176.446-47
Alane Cummerata,589.616.811-95
Mariano Torp V,196.614.997-28
Donya Orn V,107.803.429-80
Iesha Baumbach,947.746.488-47
Octavio Gleichner,562.267.149-28
Vincenzo Haag,750.899.559-73
Katelynn Wiza,605.513.560-21
Ethan Price,867.857.759-72
Marcelino King,337.108.188-63
Caron Gottlieb,378.711.995-89
Heath Zboncak,935.939.841-41
Carolee Wolff,466.987.793-44
Lavon Kozey LLD,769.835.801-97
Zofia Green,802.221.287-38
Genevieve Lemke,495.990.655-37
Msgr. Joetta Bogisich,484.781.992-86
Todd Durgan LLD,844.670.519-59
Lyndon Koepp,156.183.289-87
Luanne Halvorson,708.424.976-21
Gregory Pollich,499.134.436-39
Alfred Goyette,887.716.495-79
Russ Zboncak,274.222.512-18
Leanna Kerluke,636.998.378-44
Leopoldo Jenkins DO,236.548.642-80
Kiley Johnston MD,986.224.697-10
Bernard Johnson I,590.794.283-65
Neida Swift,795.348.306-60
Leanora Huel,281.206.642-17
The Hon. Kerry Waters,295.818.261-60
Darrick Gutmann,967.129.530-31
Mrs. Doria Emard,301.385.786-15
Edmundo Lowe,632.265.890-45
Van Graham Ret.,514.379.961-67
Shaun DuBuque,410.760.316-58
Trevor Gleason Sr.,799.459.477-53
Elizbeth Davis,178.731.941-81
Ward Cummerata,241.898.629-15
Dana Heidenreich PhD,463.877.284-37
Elsie Hand,172.239.377-74
Evan Gutmann,893.673.373-21
Marc Marks DC,100.445.830-68
Leigh Ziemann,170.276.458-34
Arianne Mills,554.768.344-47
Prof. Roberto Ruecker,219.620.815-96
Romona Lang,202.685.302-11
Shawn Steuber,345.529.175-30
Alina Nienow,449.754.431-33
Dollie Schuster,350.438.770-61
Del Sanford V,840.366.150-88
Flora Ondricka,311.926.324-49
Sen. Eva Leuschke,304.250.217-52
Kasha Treutel,745.447.659-59
Charity Carroll,356.504.600-79
Miss Cory Considine,263.259.561-36
Mrs. Chuck Sanford,515.615.646-32
Pres. Danyelle Schaefer,250.820.965-10
Galen Pagac,666.517.766-92
Ms. Kayce Mueller,438.424.167-62
Gov. Murray Prohaska,104.874.317-62
Fabian Nicolas,850.641.844-56
Alan Mohr,869.485.194-22
Hipolito Zulauf CPA,798.817.844-17
Britt Collins,804.984.734-17
Pablo Nikolaus,600.555.562-35
Arnette Hackett Sr.,371.488.470-31
Dr. Carrol Kertzmann,283.615.605-48
John Mertz,827.737.813-61
Joseph West,266.309.972-31
Marcie Wolff,984.568.444-40
Lori Cassin,362.211.629-11
Prof. Virgil Bashirian,180.910.873-92
Salome Rolfson,628.587.726-57
Eugenio Thompson,339.313.637-57
Loria Thiel,713.306.210-11
Pat Pagac,353.994.188-60
Yelena Ernser,895.414.481-80
Annabel Hansen,793.788.435-29
Rene Deckow,591.309.706-30
Armida Kshlerin,519.408.435-83
Winford Ritchie DC,660.705.516-38
Hipolito Jakubowski,998.372.967-19
Paul Gutmann,892.386.409-20
Tish Weissnat,503.200.939-55
Mr. Ted Raynor,689.710.224-80
Blair Toy,394.298.149-65
Fiona Wiza,619.535.855-53
Bernardo Murray,623.893.971-66
Miss Tyree Medhurst,653.200.219-52
Agnes Cremin,501.540.696-14
Jaclyn Okuneva,944.654.629-42
Gov. Rigoberto Ferry,801.614.343-49
Ara Gerhold DVM,256.772.379-70
Prof. Alva Schaden,509.221.811-30
Winford Zboncak,224.632.406-87
Marion Labadie,834.727.356-15
Ms. Horace Heidenreich,159.839.543-14
The Hon. Young Murphy,586.979.765-97
Cecila Leannon,588.550.872-77
Clarence Quitzon,266.662.415-69
Laree Miller,842.665.600-63
Renato Gusikowski,745.889.809-74
Jaime Ernser,590.218.612-28
Simon Hirthe,188.407.459-68
Fr. Kent Schowalter,378.780.978-63
Gilberto Smitham,819.207.448-99
Alline Turner DDS,801.710.698-70
Major Prohaska LLD,721.588.730-12
Winona Sporer,887.669.289-14
The Hon. Jimmie Weimann,221.355.332-82
Tristan Cummerata,638.905.121-97
Rosaura Abernathy I,927.201.502-56
Cassandra Moen,422.999.811-60
Lora Jones,725.989.407-21
Christiana Berge,876.123.547-52
Tifany Welch V,225.718.155-62
Shalon Douglas,472.115.203-52
Jaqueline Wilderman,329.431.862-65
Grace Nitzsche,927.162.151-33
Chung Reichel IV,247.950.341-71
Valentine Bogan,597.611.618-58
Dr. Joann Beer,496.574.539-23
Sen. Brittany Padberg,750.615.774-53
Kallie Cronin,858.712.350-95
Manie Moen,596.555.570-42
Cameron Gerlach,394.904.465-36
Isidro Jacobi,132.415.740-22
Mr. Eloisa Jast,389.946.682-20
Mr. Raymundo Weimann,842.610.382-58
Daniella Schuster I,501.761.653-60
Daniel Daugherty,659.707.227-67
Johnnie Ledner,954.779.556-96
Aleisha Williamson,570.625.369-37
Zulma Steuber,803.516.266-50
Youlanda Kerluke DDS,188.742.284-55
Tyron Marvin,647.568.572-27
Lettie Wuckert,807.959.273-81
Stephaine Schamberger,429.819.474-17
Maynard O'Kon,959.788.396-16
Casey Wyman,404.291.150-45
Gov. Jasper Kohler,808.600.230-46
Antoinette O'Conner,380.590.932-34
Quinton Marquardt,105.351.392-78
Chanel Medhurst,720.621.784-59
Jorge Yundt,567.383.872-89
Loris Ortiz,828.852.866-23
Desirae Hyatt,437.445.784-48
Phillip Lubowitz,428.384.579-84
Horace Goodwin,510.640.523-12
Velva Satterfield,154.873.699-74
Gretta Muller,263.470.472-61
Wilson Hudson,868.255.878-22
Jamaal Carter,623.604.879-39
Carmelia Gutmann IV,205.814.675-15
Kanesha Waelchi,707.249.899-45
Starla Funk,289.981.884-58
Audie Shanahan,676.423.870-85
Lucas Aufderhar III,306.209.308-67
Rep. Bernardo Hilll,840.129.357-86
Johnnie Kreiger,958.706.678-15
Dennise Kub VM,838.534.225-62
Tisha Wolf,107.348.979-89
Ashly Mueller PhD,114.507.228-43
Ross Mohr,606.224.768-93
Raleigh Moore,344.244.566-10
Msgr. Cathy Heller,307.631.367-81
Gil Reilly,421.958.885-94
Tristan Heidenreich,391.177.298-67
September Shanahan,930.278.285-38
Msgr. Leland Weber,820.248.677-37
Young Farrell,742.140.112-22
